S1	S2	Pdb	Substance
1576	6621	CRYBB1	SOX9
1576	2678	CRYBB1	GFI1
1576	1576	CRYBB1	CRYBB1
1577	5831	CRYBB2	REST
1577	1577	CRYBB2	CRYBB2
1577	6271	CRYBB2	SET
1578	4882	CRYBB3	PAX6
1578	6271	CRYBB3	SET
1578	14518	CRYBB3	PROGESTERONE
1578	14957	CRYBB3	THYROID
1578	6994	CRYBB3	TDRD7
1578	5421	CRYBB3	PRL
1578	5831	CRYBB3	REST
1578	6684	CRYBB3	SRC
1578	3162	CRYBB3	HSF4
1578	1576	CRYBB3	CRYBB1
1578	1575	CRYBB3	CRYBA4
1579	6994	CRYGC	TDRD7
1579	5421	CRYGC	PRL
1579	3912	CRYGC	MAFA
1579	2633	CRYGC	GATA3
1579	3913	CRYGC	MAFB
1579	3911	CRYGC	MAF
1579	1579	CRYGC	CRYGC
1579	6271	CRYGC	SET
1580	1580	CRYZ	CRYZ
1580	6271	CRYZ	SET
1580	3735	CRYZ	LAT2
1581	6870	CSDA	SYP
1582	689	CSDE1	BMPR2
1582	7252	CSDE1	TP73
1582	4200	CSDE1	MMP9
1582	6271	CSDE1	SET
1582	6502	CSDE1	SMARCA4
1582	6326	CSDE1	SH2B3
1583	1583	CSE1L	CSE1L
1583	5720	CSE1L	RANBP1
1583	1276	CSE1L	CFTR
1583	6271	CSE1L	SET
1583	5831	CSE1L	REST
1583	2645	CSE1L	GC
1583	6955	CSE1L	TBP
1583	7162	CSE1L	TNF
1584	1585	CSF1	CSF1R
1584	6271	CSF1	SET
1584	4038	CSF1	MBP
1584	1584	CSF1	CSF1
1584	7944	CSF1	INTERLEUKIN
1584	7943	CSF1	GM-CSF
1585	3492	CSF1R	JUNB
1585	1169	CSF1R	CDH3
1585	6077	CSF1R	RUNX1
1585	1585	CSF1R	CSF1R
1585	2452	CSF1R	FHIT
1585	6271	CSF1R	SET
1585	7625	CSF1R	VHL
1585	4045	CSF1R	MCF2
1585	1584	CSF1R	CSF1
1585	6684	CSF1R	SRC
1585	3147	CSF1R	HR
1585	942	CSF1R	CAT
1585	13701	CSF1R	IMATINIB
1585	3636	CSF1R	KIT
1585	2518	CSF1R	FOXP1
1585	4865	CSF1R	PARK2
1585	6022	CSF1R	RPS14
1585	7940	CSF1R	AKT
1586	6271	CSF2	SET
1586	5820	CSF2	REL
1586	3341	CSF2	IL3
1586	7945	CSF2	IL-6
1586	7944	CSF2	INTERLEUKIN
1586	7946	CSF2	IL-3
1586	7943	CSF2	GM-CSF
1586	1586	CSF2	CSF2
1587	6271	CSF2RA	SET
1587	7944	CSF2RA	INTERLEUKIN
1587	1586	CSF2RA	CSF2
1587	7946	CSF2RA	IL-3
1587	3343	CSF2RA	IL3RA
1587	1587	CSF2RA	CSF2RA
1587	7943	CSF2RA	GM-CSF
1587	2645	CSF2RA	GC
1587	5831	CSF2RA	REST
1587	2482	CSF2RA	FLT3
1587	6622	CSF2RA	SP1
1588	6077	CSF2RB	RUNX1
1588	5831	CSF2RB	REST
1588	7945	CSF2RB	IL-6
1588	3147	CSF2RB	HR
1588	1047	CSF2RB	CCR3
1588	325	CSF2RB	APC
1588	3636	CSF2RB	KIT
1588	4222	CSF2RB	MPO
1588	7944	CSF2RB	INTERLEUKIN
1588	7284	CSF2RB	TRAF6
1588	7943	CSF2RB	GM-CSF
1588	3896	CSF2RB	LYN
1588	6271	CSF2RB	SET
1588	7946	CSF2RB	IL-3
1589	5672	CSF3	RAC1
1589	7162	CSF3	TNF
1589	1198	CSF3	CDK6
1589	2232	CSF3	ERG
1589	7946	CSF3	IL-3
1589	4245	CSF3	MSC
1589	13091	CSF3	CYCLOSPORINE
1589	6819	CSF3	STXBP6
1589	7943	CSF3	GM-CSF
1589	7116	CSF3	TLR2
1589	4222	CSF3	MPO
1589	942	CSF3	CAT
1589	6271	CSF3	SET
1589	4851	CSF3	PAM
1589	898	CSF3	CAMP
1589	1682	CSF3	CXCR2
1590	7944	CSF3R	INTERLEUKIN
1590	8255	CSF3R	OSTEOPOROSIS
1590	6271	CSF3R	SET
1590	1675	CSF3R	CXCL12
1590	629	CSF3R	BCL3
1590	1116	CSF3R	CD86
1590	1112	CSF3R	CD80
1590	2957	CSF3R	HAX1
1590	4120	CSF3R	MET
1590	3138	CSF3R	HP
1590	1590	CSF3R	CSF3R
1590	1549	CSF3R	CRH
1591	6271	CSH1	SET
1591	1591	CSH1	CSH1
1591	2949	CSH1	HAND1
1591	2950	CSH1	HAND2
1591	1086	CSH1	CD36
1591	14518	CSH1	PROGESTERONE
1591	14957	CSH1	THYROID
1591	3218	CSH1	ID2
1591	5421	CSH1	PRL
1591	2692	CSH1	GH1
1591	2068	CSH1	EGF
1591	1166	CSH1	CDH2
1591	1158	CSH1	CDH1
1592	2692	CSH2	GH1
1592	462	CSH2	ASCL2
1592	2656	CSH2	GCM1
1592	1591	CSH2	CSH1
1592	6271	CSH2	SET
1592	7724	CSH2	XAB2
1592	5421	CSH2	PRL
1592	2645	CSH2	GC
1592	3147	CSH2	HR
1593	6684	CSK	SRC
1593	7006	CSK	TES
1594	7006	CSN3	TES
1594	6271	CSN3	SET
1594	1594	CSN3	CSN3
1595	1595	CSNK1A1	CSNK1A1
1595	6271	CSNK1A1	SET
1595	3242	CSNK1A1	IFNAR1
1595	3934	CSNK1A1	MALT1
1595	618	CSNK1A1	BCL10
1595	7931	CSNK1A1	JAK
1596	1749	CSNK1D	DCK
1596	7422	CSNK1D	TUBG1
1596	5179	CSNK1D	PLK1
1596	5831	CSNK1D	REST
1596	6271	CSNK1D	SET
1596	4997	CSNK1D	PER2
1596	6758	CSNK1D	STAT3
1596	2645	CSNK1D	GC
1596	3946	CSNK1D	MAP1A
1596	4996	CSNK1D	PER1
1596	1905	CSNK1D	DNMT1
1596	4540	CSNK1D	NIN
1597	6360	CSNK1E	SHH
1597	7244	CSNK1E	TP53
1597	4997	CSNK1E	PER2
1597	1632	CSNK1E	CTNNB1
1597	1596	CSNK1E	CSNK1D
1597	11462	CSNK1E	MEDULLOBLASTOMA
1598	4120	CSNK1G1	MET
1598	6271	CSNK1G1	SET
1598	3848	CSNK1G1	LRP6
1599	6493	CSNK1G2	SMAD2
1599	1658	CSNK1G2	CUL1
1599	6494	CSNK1G2	SMAD3
1599	6684	CSNK1G2	SRC
1599	5719	CSNK1G2	RAN
1599	4996	CSNK1G2	PER1
1599	7948	CSNK1G2	HEPATOCYTES
1599	5802	CSNK1G2	RCC1
1599	1599	CSNK1G2	CSNK1G2
1599	3848	CSNK1G2	LRP6
1599	6271	CSNK1G2	SET
1600	3474	CSNK2A1	JAK1
1600	6271	CSNK2A1	SET
1600	14518	CSNK2A1	PROGESTERONE
1600	4873	CSNK2A1	PARVA
1600	10071	CSNK2A1	RETINOBLASTOMA
1600	3475	CSNK2A1	JAK2
1600	7632	CSNK2A1	VLDLR
1600	3621	CSNK2A1	KIF5C
1600	7931	CSNK2A1	JAK
1601	1601	CSNK2A2	CSNK2A2
1601	3475	CSNK2A2	JAK2
1601	3474	CSNK2A2	JAK1
1601	4040	CSNK2A2	MC1R
1601	7931	CSNK2A2	JAK
1601	2308	CSNK2A2	F9
1601	6726	CSNK2A2	SSRP1
1601	6689	CSNK2A2	SRF
1601	10071	CSNK2A2	RETINOBLASTOMA
1601	3621	CSNK2A2	KIF5C
1601	7940	CSNK2A2	AKT
1601	5521	CSNK2A2	PTEN
1601	6502	CSNK2A2	SMARCA4
1601	6326	CSNK2A2	SH2B3
1601	6271	CSNK2A2	SET
1601	689	CSNK2A2	BMPR2
1601	7632	CSNK2A2	VLDLR
1601	2645	CSNK2A2	GC
1601	5080	CSNK2A2	PIH1D1
1601	4288	CSNK2A2	MTOR
1602	6271	CSNK2B	SET
1602	1601	CSNK2B	CSNK2A2
1602	2645	CSNK2B	GC
1602	2686	CSNK2B	GGA3
1602	540	CSNK2B	ATXN3
1602	1600	CSNK2B	CSNK2A1
1602	5521	CSNK2B	PTEN
1602	208	CSNK2B	AKT1
1602	7939	CSNK2B	MAPK
1602	2068	CSNK2B	EGF
1602	1065	CSNK2B	CD163
1602	6726	CSNK2B	SSRP1
1602	2308	CSNK2B	F9
1602	3063	CSNK2B	HLA-B
1602	1602	CSNK2B	CSNK2B
1603	1603	CSPG4	CSPG4
1603	6271	CSPG4	SET
1603	6999	CSPG4	TEK
1603	796	CSPG4	C1S
1603	4703	CSPG4	NTN1
1603	14885	CSPG4	TAMOXIFEN
1603	794	CSPG4	C1R
1603	1140	CSPG4	CDC42
1603	6291	CSPG4	SFRP1
1603	88	CSPG4	ADAM10
1603	2863	CSPG4	GRIP1
1603	4168	CSPG4	MLL
1603	5878	CSPG4	RHO
1603	5232	CSPG4	POLE
1603	2068	CSPG4	EGF
1604	6271	CSPG5	SET
1604	4675	CSPG5	NRG1
1604	2220	CSPG5	ERBB4
1604	9737	CSPG5	NEUROBLASTOMA
1604	2068	CSPG5	EGF
1604	2217	CSPG5	ERBB2
1604	2219	CSPG5	ERBB3
1605	556	CSRNP2	AXIN1
1605	4498	CSRNP2	NEUROG2
1605	4882	CSRNP2	PAX6
1606	6271	CSRP1	SET
1606	1553	CSRP1	CRIP1
1606	6114	CSRP1	S100P
1606	6622	CSRP1	SP1
1606	1566	CSRP1	CRP
1606	3097	CSRP1	HNF4A
1606	5796	CSRP1	RBPJ
1606	3218	CSRP1	ID2
1606	6614	CSRP1	SOX2
1606	1606	CSRP1	CSRP1
1606	4531	CSRP1	NGF
1606	10132	CSRP1	PHEOCHROMOCYTOMA
1606	3787	CSRP1	LIM2
1607	6271	CSRP2	SET
1607	1554	CSRP2	CRIP2
1607	482	CSRP2	ATF2
1607	1607	CSRP2	CSRP2
1607	13393	CSRP2	ESTROGEN
1607	6756	CSRP2	STAT1
1607	3474	CSRP2	JAK1
1607	7445	CSRP2	TYK2
1607	1566	CSRP2	CRP
1607	6398	CSRP2	SIX3
1607	7013	CSRP2	TF
1607	3218	CSRP2	ID2
1607	6614	CSRP2	SOX2
1607	6622	CSRP2	SP1
1608	6271	CSRP2BP	SET
1608	198	CSRP2BP	AKAP6
1608	3193	CSRP2BP	HTR1D
1608	4776	CSRP2BP	OPRD1
1608	2645	CSRP2BP	GC
1608	5831	CSRP2BP	REST
1608	1608	CSRP2BP	CSRP2BP
1608	4038	CSRP2BP	MBP
1609	6271	CSRP3	SET
1609	1606	CSRP3	CSRP1
1609	1609	CSRP3	CSRP3
1609	2299	CSRP3	F2
1609	7353	CSRP3	TRPC3
1609	1566	CSRP3	CRP
1609	14438	CSRP3	PHENYLEPHRINE
1609	15151	CSRP3	VERAPAMIL
1609	1850	CSRP3	DLD
1609	797	CSRP3	C2
1609	3751	CSRP3	LDB3
1609	4336	CSRP3	MYH7
1609	6964	CSRP3	TCAP
1609	689	CSRP3	BMPR2
1609	6326	CSRP3	SH2B3
1609	6502	CSRP3	SMARCA4
1610	2645	CST3	GC
1610	5831	CST3	REST
1610	6271	CST3	SET
1610	5973	CST3	RPE
1610	1610	CST3	CST3
1610	7122	CST3	TLR9
1610	1642	CST3	CTSB
1610	1650	CST3	CTSL1
1610	13393	CST3	ESTROGEN
1610	14518	CST3	PROGESTERONE
1610	5358	CST3	PPP4C
1610	2069	CST3	EGFR
1610	4288	CST3	MTOR
1610	4038	CST3	MBP
1610	353	CST3	APP
1611	1611	CST5	CST5
1611	7939	CST5	MAPK
1611	5879	CST5	RHOA
1611	7617	CST5	VDR
1611	7799	CST5	ZEB2
1611	3291	CST5	IL10
1611	6271	CST5	SET
1611	1610	CST5	CST3
1612	1651	CST7	CTSS
1612	6622	CST7	SP1
1612	6271	CST7	SET
1613	2645	CSTA	GC
1613	4038	CSTA	MBP
1613	1484	CSTA	COPE
1614	9737	CSTB	NEUROBLASTOMA
1614	2068	CSTB	EGF
1614	5022	CSTB	PFKL
1614	1667	CSTB	CUX1
1614	5426	CSTB	PRMT2
1614	3447	CSTB	ITGB2
1614	1614	CSTB	CSTB
1614	847	CSTB	CA4
1614	1642	CSTB	CTSB
1614	353	CSTB	APP
1614	689	CSTB	BMPR2
1614	6326	CSTB	SH2B3
1614	6502	CSTB	SMARCA4
1615	6271	CSTF1	SET
1615	5521	CSTF1	PTEN
1615	7940	CSTF1	AKT
1615	2396	CSTF1	FCER2
1615	3667	CSTF1	KLK2
1615	1027	CSTF1	CCND1
1615	13393	CSTF1	ESTROGEN
1616	6271	CSTF2	SET
1616	1617	CSTF2	CSTF2T
1616	5433	CSTF2	PROC
1616	1616	CSTF2	CSTF2
1617	6271	CSTF2T	SET
1617	1617	CSTF2T	CSTF2T
1617	1616	CSTF2T	CSTF2
1617	4892	CSTF2T	PC
1617	6032	CSTF2T	RPS3A
1617	2645	CSTF2T	GC
1617	5831	CSTF2T	REST
1617	501	CSTF2T	ATM
1617	534	CSTF2T	ATR
1618	659	CTAG1B	BID
1618	6271	CTAG1B	SET
1618	1013	CTAG1B	CCL3
1618	1016	CTAG1B	CCL4
1618	1049	CTAG1B	CCR5
1619	682	CTBP1	BMP4
1619	1619	CTBP1	CTBP1
1619	2498	CTBP1	FOS
1619	1620	CTBP1	CTBP2
1619	3029	CTBP1	HIPK2
1619	2518	CTBP1	FOXP1
1619	2520	CTBP1	FOXP4
1619	2720	CTBP1	GLIS2
1619	2981	CTBP1	HDAC3
1619	7707	CTBP1	WIZ
1619	5372	CTBP1	PRDM16
1619	9729	CTBP1	OBESITY
1619	2977	CTBP1	HDAC1
1619	6144	CTBP1	SATB1
1619	4892	CTBP1	PC
1619	7736	CTBP1	XPC
1619	5215	CTBP1	PNN
1619	6388	CTBP1	SIP1
1619	501	CTBP1	ATM
1619	534	CTBP1	ATR
1619	6271	CTBP1	SET
1619	2622	CTBP1	GAPDH
1619	706	CTBP1	BRCA1
1619	2013	CTBP1	E2F4
1619	1865	CTBP1	DLL4
1619	629	CTBP1	BCL3
1619	208	CTBP1	AKT1
1619	4911	CTBP1	PCNA
1619	3848	CTBP1	LRP6
1619	11670	CTBP1	SCLEROSTEOSIS
1619	3218	CTBP1	ID2
1619	3219	CTBP1	ID3
1619	3650	CTBP1	KLF4
1619	2163	CTBP1	EN2
1619	3226	CTBP1	IDUA
1620	682	CTBP2	BMP4
1620	1619	CTBP2	CTBP1
1620	1620	CTBP2	CTBP2
1620	7707	CTBP2	WIZ
1620	5372	CTBP2	PRDM16
1620	9729	CTBP2	OBESITY
1620	2645	CTBP2	GC
1620	5831	CTBP2	REST
1620	5215	CTBP2	PNN
1620	501	CTBP2	ATM
1620	534	CTBP2	ATR
1620	6271	CTBP2	SET
1621	1621	CTCF	CTCF
1621	7006	CTCF	TES
1621	4324	CTCF	MYC
1621	353	CTCF	APP
1621	706	CTCF	BRCA1
1621	1288	CTCF	CHD8
1621	3260	CTCF	IGF2
1621	1905	CTCF	DNMT1
1621	1907	CTCF	DNMT3B
1621	3070	CTCF	HLA-DQA1
1621	3074	CTCF	HLA-DRB1
1621	6746	CTCF	STAG1
1621	339	CTCF	APOA1
1621	810	CTCF	C3
1621	5679	CTCF	RAD21
1621	9737	CTCF	NEUROBLASTOMA
1621	14957	CTCF	THYROID
1621	7771	CTCF	YY1
1621	4882	CTCF	PAX6
1621	6386	CTCF	SIN3A
1621	942	CTCF	CAT
1621	1875	CTCF	DMD
1621	574	CTCF	BAG1
1622	6271	CTDP1	SET
1622	1622	CTDP1	CTDP1
1622	4907	CTDP1	PCIF1
1622	5909	CTDP1	RLF
1623	6271	CTDSP1	SET
1623	689	CTDSP1	BMPR2
1623	6326	CTDSP1	SH2B3
1623	6502	CTDSP1	SMARCA4
1623	6492	CTDSP1	SMAD1
1623	2699	CTDSP1	GIP
1623	4038	CTDSP1	MBP
1623	3219	CTDSP1	ID3
1623	6079	CTDSP1	RUNX2
1623	3218	CTDSP1	ID2
1623	6614	CTDSP1	SOX2
1623	4494	CTDSP1	NEUROD1
1624	1624	CTF1	CTF1
1624	2669	CTF1	GDNF
1624	3258	CTF1	IGF1
1624	2634	CTF1	GATA4
1624	6758	CTF1	STAT3
1624	639	CTF1	BDNF
1624	3013	CTF1	HGF
1624	7939	CTF1	MAPK
1624	7940	CTF1	AKT
1624	1432	CTF1	CNTFR
1624	3779	CTF1	LIF
1624	6271	CTF1	SET
1624	4038	CTF1	MBP
1624	5676	CTF1	RAD1
1624	571	CTF1	BACH1
1624	706	CTF1	BRCA1
1625	6271	CTGF	SET
1625	1625	CTGF	CTGF
1625	7940	CTGF	AKT
1625	1713	CTGF	CYR61
1625	14957	CTGF	THYROID
1625	1454	CTGF	COL1A1
1625	4608	CTGF	NOV
1625	6621	CTGF	SOX9
1625	5038	CTGF	PHB
1625	5879	CTGF	RHOA
1625	3823	CTGF	LOX
1625	5672	CTGF	RAC1
1625	7036	CTGF	TG
1625	13701	CTGF	IMATINIB
1625	3063	CTGF	HLA-B
1625	942	CTGF	CAT
1625	3160	CTGF	HSF2
1625	2503	CTGF	FOXA2
1626	797	CTH	C2
1626	6271	CTH	SET
1626	1626	CTH	CTH
1626	12293	CTH	CYSTATHIONINURIA
1626	14557	CTH	PYRIDOXINE
1626	957	CTH	CBS
1626	4120	CTH	MET
1626	501	CTH	ATM
1626	534	CTH	ATR
1626	4029	CTH	MAX
1626	7948	CTH	HEPATOCYTES
1626	13606	CTH	GLUCAGON
1626	14438	CTH	PHENYLEPHRINE
1626	5831	CTH	REST
1627	1081	CTLA4	CD28
1627	325	CTLA4	APC
1627	1112	CTLA4	CD80
1627	1116	CTLA4	CD86
1627	1627	CTLA4	CTLA4
1627	3216	CTLA4	ICOS
1627	7944	CTLA4	INTERLEUKIN
